Number of Cities: 35
Number of Cities: 35Starting point: 33
Ending point: 23

EdgeMatrix: 
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
29 -> 	1: [ 29 16 2 1 ]; 	2: [ 29 16 2 ]; 	3: [ 29 22 23 11 3 ]; 	4: [ 29 22 33 4 ]; 	5: [ 29 15 5 ]; 	6: [ 29 22 23 35 6 ]; 	7: [ 29 22 23 34 7 ]; 	8: [ 29 16 2 8 ]; 	9: [ 29 22 33 9 ]; 	10: [ 29 16 10 ]; 	11: [ 29 22 23 11 ]; 	12: [ 29 16 12 ]; 	13: [ 29 16 2 13 ]; 	14: [ 29 22 23 14 ]; 	15: [ 29 15 ]; 	16: [ 29 16 ]; 	17: [ 29 22 33 4 17 ]; 	18: [ 29 22 18 ]; 	19: [ 29 15 24 19 ]; 	20: [ 29 16 2 20 ]; 	21: [ 29 16 21 ]; 	22: [ 29 22 ]; 	23: [ 29 22 23 ]; 	24: [ 29 15 24 ]; 	25: [ 29 22 25 ]; 	26: [ 29 16 2 8 26 ]; 	27: [ 29 22 33 4 27 ]; 	28: [ 29 22 33 4 28 ]; 	29: [ 29 ]; 	30: [ 29 15 5 30 ]; 	31: [ 29 15 32 31 ]; 	32: [ 29 15 32 ]; 	33: [ 29 22 33 ]; 	34: [ 29 22 23 34 ]; 	35: [ 29 22 23 35 ]; 
30 -> 	1: [ 30 11 3 7 4 17 1 ]; 	2: [ 30 11 3 33 16 2 ]; 	3: [ 30 11 3 ]; 	4: [ 30 11 3 7 4 ]; 	5: [ 30 11 14 5 ]; 	6: [ 30 11 3 7 35 6 ]; 	7: [ 30 11 3 7 ]; 	8: [ 30 11 3 33 16 2 8 ]; 	9: [ 30 11 3 33 9 ]; 	10: [ 30 11 3 33 16 10 ]; 	11: [ 30 11 ]; 	12: [ 30 11 3 33 16 12 ]; 	13: [ 30 11 3 33 16 2 13 ]; 	14: [ 30 11 14 ]; 	15: [ 30 11 3 33 15 ]; 	16: [ 30 11 3 33 16 ]; 	17: [ 30 11 3 7 4 17 ]; 	18: [ 30 11 3 7 4 17 23 34 18 ]; 	19: [ 30 11 3 33 15 24 19 ]; 	20: [ 30 11 3 33 16 2 20 ]; 	21: [ 30 11 3 33 16 21 ]; 	22: [ 30 11 3 33 16 21 22 ]; 	23: [ 30 11 3 7 4 17 23 ]; 	24: [ 30 11 3 33 15 24 ]; 	25: [ 30 11 14 25 ]; 	26: [ 30 11 3 33 16 2 8 26 ]; 	27: [ 30 11 3 7 4 27 ]; 	28: [ 30 11 14 5 28 ]; 	29: [ 30 11 3 33 16 2 20 29 ]; 	30: [ 30 ]; 	31: [ 30 11 3 33 15 32 31 ]; 	32: [ 30 11 3 33 15 32 ]; 	33: [ 30 11 3 33 ]; 	34: [ 30 11 3 7 4 17 23 34 ]; 	35: [ 30 11 3 7 35 ]; 
31 -> 	1: [ 31 10 1 ]; 	2: [ 31 10 23 2 ]; 	3: [ 31 10 23 11 3 ]; 	4: [ 31 10 33 4 ]; 	5: [ 31 10 1 14 5 ]; 	6: [ 31 10 23 35 6 ]; 	7: [ 31 10 1 7 ]; 	8: [ 31 10 23 2 8 ]; 	9: [ 31 10 33 9 ]; 	10: [ 31 10 ]; 	11: [ 31 10 23 11 ]; 	12: [ 31 10 1 12 ]; 	13: [ 31 10 23 2 13 ]; 	14: [ 31 10 1 14 ]; 	15: [ 31 10 33 15 ]; 	16: [ 31 10 33 16 ]; 	17: [ 31 20 17 ]; 	18: [ 31 10 23 34 18 ]; 	19: [ 31 20 19 ]; 	20: [ 31 20 ]; 	21: [ 31 10 23 2 8 21 ]; 	22: [ 31 20 29 22 ]; 	23: [ 31 10 23 ]; 	24: [ 31 10 33 15 24 ]; 	25: [ 31 20 29 22 25 ]; 	26: [ 31 10 23 2 8 26 ]; 	27: [ 31 10 33 4 27 ]; 	28: [ 31 10 33 4 28 ]; 	29: [ 31 20 29 ]; 	30: [ 31 10 30 ]; 	31: [ 31 ]; 	32: [ 31 10 33 15 32 ]; 	33: [ 31 10 33 ]; 	34: [ 31 10 23 34 ]; 	35: [ 31 10 23 35 ]; 
32 -> 	1: [ 32 18 13 1 ]; 	2: [ 32 18 4 17 23 2 ]; 	3: [ 32 30 11 3 ]; 	4: [ 32 18 4 ]; 	5: [ 32 18 13 14 5 ]; 	6: [ 32 18 4 17 23 35 6 ]; 	7: [ 32 30 11 3 7 ]; 	8: [ 32 18 4 17 23 2 8 ]; 	9: [ 32 18 22 33 9 ]; 	10: [ 32 31 10 ]; 	11: [ 32 30 11 ]; 	12: [ 32 18 13 1 12 ]; 	13: [ 32 18 13 ]; 	14: [ 32 18 13 14 ]; 	15: [ 32 18 22 33 15 ]; 	16: [ 32 18 22 33 16 ]; 	17: [ 32 18 4 17 ]; 	18: [ 32 18 ]; 	19: [ 32 31 20 19 ]; 	20: [ 32 31 20 ]; 	21: [ 32 18 22 33 16 21 ]; 	22: [ 32 18 22 ]; 	23: [ 32 18 4 17 23 ]; 	24: [ 32 18 22 33 15 24 ]; 	25: [ 32 18 22 25 ]; 	26: [ 32 18 4 17 23 2 8 26 ]; 	27: [ 32 18 4 27 ]; 	28: [ 32 18 4 28 ]; 	29: [ 32 31 20 29 ]; 	30: [ 32 30 ]; 	31: [ 32 31 ]; 	32: [ 32 ]; 	33: [ 32 18 22 33 ]; 	34: [ 32 18 4 17 23 34 ]; 	35: [ 32 18 4 17 23 35 ]; 
33 -> 	1: [ 33 4 17 1 ]; 	2: [ 33 16 2 ]; 	3: [ 33 9 23 11 3 ]; 	4: [ 33 4 ]; 	5: [ 33 15 5 ]; 	6: [ 33 9 23 35 6 ]; 	7: [ 33 4 17 1 7 ]; 	8: [ 33 16 2 8 ]; 	9: [ 33 9 ]; 	10: [ 33 16 10 ]; 	11: [ 33 9 23 11 ]; 	12: [ 33 16 12 ]; 	13: [ 33 16 2 13 ]; 	14: [ 33 9 23 14 ]; 	15: [ 33 15 ]; 	16: [ 33 16 ]; 	17: [ 33 4 17 ]; 	18: [ 33 9 23 34 18 ]; 	19: [ 33 15 24 19 ]; 	20: [ 33 16 2 20 ]; 	21: [ 33 16 21 ]; 	22: [ 33 16 21 22 ]; 	23: [ 33 9 23 ]; 	24: [ 33 15 24 ]; 	25: [ 33 9 25 ]; 	26: [ 33 16 2 8 26 ]; 	27: [ 33 4 27 ]; 	28: [ 33 4 28 ]; 	29: [ 33 16 2 20 29 ]; 	30: [ 33 15 5 30 ]; 	31: [ 33 15 32 31 ]; 	32: [ 33 15 32 ]; 	33: [ 33 ]; 	34: [ 33 9 23 34 ]; 	35: [ 33 9 23 35 ]; 
34 -> 	1: [ 34 10 1 ]; 	2: [ 34 10 23 2 ]; 	3: [ 34 10 23 11 3 ]; 	4: [ 34 18 4 ]; 	5: [ 34 10 1 14 5 ]; 	6: [ 34 7 35 6 ]; 	7: [ 34 7 ]; 	8: [ 34 10 23 2 8 ]; 	9: [ 34 10 33 9 ]; 	10: [ 34 10 ]; 	11: [ 34 10 23 11 ]; 	12: [ 34 10 1 12 ]; 	13: [ 34 18 13 ]; 	14: [ 34 10 1 14 ]; 	15: [ 34 10 33 15 ]; 	16: [ 34 10 33 16 ]; 	17: [ 34 18 4 17 ]; 	18: [ 34 18 ]; 	19: [ 34 10 23 2 20 19 ]; 	20: [ 34 10 23 2 20 ]; 	21: [ 34 10 23 2 8 21 ]; 	22: [ 34 18 22 ]; 	23: [ 34 10 23 ]; 	24: [ 34 10 33 15 24 ]; 	25: [ 34 18 22 25 ]; 	26: [ 34 10 23 2 8 26 ]; 	27: [ 34 18 4 27 ]; 	28: [ 34 18 4 28 ]; 	29: [ 34 10 23 2 20 29 ]; 	30: [ 34 10 30 ]; 	31: [ 34 10 23 2 20 31 ]; 	32: [ 34 18 4 27 32 ]; 	33: [ 34 10 33 ]; 	34: [ 34 ]; 	35: [ 34 7 35 ]; 
35 -> 	1: [ 35 6 23 2 1 ]; 	2: [ 35 6 23 2 ]; 	3: [ 35 6 11 3 ]; 	4: [ 35 6 11 3 7 4 ]; 	5: [ 35 6 11 14 5 ]; 	6: [ 35 6 ]; 	7: [ 35 6 11 3 7 ]; 	8: [ 35 6 23 2 8 ]; 	9: [ 35 6 11 3 33 9 ]; 	10: [ 35 6 23 34 10 ]; 	11: [ 35 6 11 ]; 	12: [ 35 6 23 2 1 12 ]; 	13: [ 35 6 23 2 13 ]; 	14: [ 35 6 11 14 ]; 	15: [ 35 6 11 3 33 15 ]; 	16: [ 35 6 11 3 33 16 ]; 	17: [ 35 6 11 3 7 4 17 ]; 	18: [ 35 6 23 34 18 ]; 	19: [ 35 6 23 2 20 19 ]; 	20: [ 35 6 23 2 20 ]; 	21: [ 35 6 23 2 8 21 ]; 	22: [ 35 6 23 34 18 22 ]; 	23: [ 35 6 23 ]; 	24: [ 35 6 11 3 33 15 24 ]; 	25: [ 35 6 11 14 25 ]; 	26: [ 35 6 23 2 8 26 ]; 	27: [ 35 6 11 3 7 4 27 ]; 	28: [ 35 6 11 14 5 28 ]; 	29: [ 35 6 23 2 20 29 ]; 	30: [ 35 6 30 ]; 	31: [ 35 6 23 2 20 31 ]; 	32: [ 35 6 11 3 33 15 32 ]; 	33: [ 35 6 11 3 33 ]; 	34: [ 35 6 23 34 ]; 	35: [ 35 ]; 
Computation took 1.331358 milliseconds

LoadMatrix:
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
1	0	INF	INF	0	INF	INF	786	INF	INF	INF	0	397	INF	212	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	
2	599	0	INF	INF	0	INF	INF	1844	INF	191	INF	INF	493	0	0	INF	INF	INF	INF	735	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	
3	INF	INF	0	INF	INF	0	617	INF	INF	INF	INF	INF	INF	0	0	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	1461	0	INF	
4	INF	INF	0	0	0	0	INF	INF	INF	0	INF	INF	INF	0	INF	INF	3416	INF	0	INF	INF	INF	0	INF	INF	INF	864	314	INF	INF	INF	INF	INF	INF	INF	
5	INF	INF	INF	INF	0	0	0	INF	INF	INF	0	INF	INF	0	0	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	384	INF	307	INF	INF	1859	0	INF	
6	INF	INF	INF	INF	INF	0	INF	0	INF	INF	863	INF	INF	INF	INF	0	INF	INF	0	INF	INF	0	404	INF	INF	INF	INF	INF	INF	4	INF	INF	0	INF	INF	
7	INF	INF	INF	1213	INF	0	0	INF	INF	0	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	586	
8	INF	INF	INF	INF	INF	INF	INF	0	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	776	INF	INF	INF	INF	1062	INF	INF	INF	0	INF	INF	INF	INF	90	
9	0	INF	INF	INF	INF	INF	INF	0	0	INF	INF	INF	INF	0	0	0	INF	0	0	INF	INF	INF	584	INF	195	INF	2	INF	INF	INF	INF	INF	INF	INF	INF	
10	218	INF	0	INF	INF	INF	INF	INF	0	0	INF	0	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	991	INF	INF	INF	INF	0	INF	93	INF	INF	27	INF	INF	
11	INF	INF	2270	INF	INF	INF	INF	INF	INF	INF	0	INF	0	306	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
12	INF	13	INF	INF	INF	INF	INF	INF	INF	203	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	393	0	4	
13	202	0	INF	INF	INF	0	INF	INF	0	INF	0	INF	0	116	INF	INF	296	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
14	INF	INF	INF	INF	806	0	0	INF	0	INF	0	INF	INF	0	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	314	0	0	INF	INF	INF	0	INF	INF	INF	INF	
15	INF	INF	INF	INF	568	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	0	INF	INF	INF	INF	897	INF	0	INF	INF	INF	INF	INF	676	INF	INF	0	
16	0	1365	INF	INF	INF	INF	INF	INF	INF	288	0	109	INF	INF	0	0	INF	INF	0	INF	379	INF	0	0	INF	INF	0	INF	INF	102	INF	INF	192	INF	INF	
17	841	INF	0	0	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	3509	INF	0	INF	INF	INF	INF	INF	0	INF	INF	0	INF	
18	INF	INF	INF	1052	INF	INF	INF	INF	INF	INF	INF	INF	293	INF	INF	INF	0	0	INF	INF	INF	593	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	0	INF	
19	INF	INF	INF	INF	0	0	0	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	0	INF	INF	INF	INF	INF	0	404	INF	INF	INF	INF	INF	
20	0	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	461	INF	122	0	0	INF	INF	INF	0	0	INF	INF	520	INF	197	INF	INF	0	INF	
21	INF	INF	INF	198	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	285	14	0	INF	INF	INF	0	677	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	0	INF	
22	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	0	0	INF	INF	INF	INF	INF	275	INF	INF	INF	0	699	0	465	INF	INF	INF	INF	INF	INF	INF	692	INF	0	
23	0	1995	INF	INF	1084	INF	0	0	INF	INF	889	INF	INF	770	INF	INF	INF	0	INF	INF	INF	0	0	0	0	0	INF	INF	0	INF	INF	INF	INF	1780	751	
24	INF	0	101	479	INF	INF	INF	INF	INF	INF	INF	INF	INF	5	INF	INF	0	0	191	387	INF	INF	INF	0	INF	0	INF	INF	0	0	INF	INF	INF	INF	199	
25	INF	INF	INF	207	107	INF	0	INF	INF	INF	INF	INF	4	INF	0	INF	INF	INF	INF	INF	0	INF	INF	96	0	INF	0	INF	INF	INF	0	INF	INF	98	5	
26	INF	311	INF	INF	INF	INF	474	INF	INF	INF	396	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	92	INF	INF	0	0	184	INF	96	INF	INF	INF	INF	0	
27	INF	INF	INF	668	INF	INF	0	INF	INF	INF	0	INF	INF	INF	INF	INF	0	INF	INF	INF	0	0	INF	INF	INF	INF	0	INF	INF	INF	INF	194	INF	INF	INF	
28	INF	INF	INF	INF	INF	INF	0	INF	INF	0	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	0	1276	0	INF	0	INF	0	INF	INF	0	INF	0	INF	INF	
29	INF	0	INF	INF	INF	INF	INF	INF	INF	0	0	0	INF	INF	105	286	INF	INF	INF	INF	INF	671	INF	INF	0	INF	INF	INF	0	INF	INF	INF	0	INF	0	
30	INF	INF	0	INF	INF	INF	INF	INF	0	INF	996	0	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	0	INF	0	INF	INF	INF	
31	0	0	0	INF	INF	INF	INF	INF	0	212	INF	INF	0	INF	INF	INF	INF	INF	INF	299	INF	INF	0	0	0	INF	INF	0	INF	0	0	INF	INF	INF	INF	
32	INF	INF	0	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	576	0	INF	INF	0	0	INF	INF	0	INF	INF	0	92	489	0	INF	INF	INF	
33	INF	0	INF	601	INF	INF	INF	INF	717	INF	INF	INF	INF	0	1378	1668	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	0	INF	INF	
34	INF	INF	INF	INF	0	INF	18	0	INF	506	INF	INF	INF	INF	INF	INF	INF	1173	0	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	0	INF	0	0	INF	
35	INF	INF	INF	INF	INF	990	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	0	INF	INF	INF	0	INF	INF	0	INF	INF	INF	INF	0	
Computation took 0.452741 milliseconds

All-Pairs Sneaky-Path Matrix:
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Computation took 0.750223 milliseconds

Actual Shortest Sneaky-Paths:
1 -> 	1: [ 1 ]; 	2: [ 1 11 13 2 ]; 	3: [ 1 4 3 ]; 	4: [ 1 4 ]; 	5: [ 1 4 5 ]; 	6: [ 1 4 6 ]; 	7: [ 1 4 5 7 ]; 	8: [ 1 4 6 8 ]; 	9: [ 1 4 10 9 ]; 	10: [ 1 4 10 ]; 	11: [ 1 11 ]; 	12: [ 1 4 5 7 12 ]; 	13: [ 1 11 13 ]; 	14: [ 1 4 14 ]; 	15: [ 1 4 3 15 ]; 	16: [ 1 4 6 16 ]; 	17: [ 1 4 5 17 ]; 	18: [ 1 4 10 18 ]; 	19: [ 1 4 19 ]; 	20: [ 1 4 3 20 ]; 	21: [ 1 4 3 20 21 ]; 	22: [ 1 4 6 22 ]; 	23: [ 1 4 23 ]; 	24: [ 1 4 6 16 24 ]; 	25: [ 1 4 5 17 25 ]; 	26: [ 1 4 3 26 ]; 	27: [ 1 4 14 27 ]; 	28: [ 1 28 ]; 	29: [ 1 4 19 29 ]; 	30: [ 1 4 6 8 30 ]; 	31: [ 1 4 14 31 ]; 	32: [ 1 4 5 7 32 ]; 	33: [ 1 4 6 33 ]; 	34: [ 1 4 3 34 ]; 	35: [ 1 4 3 15 35 ]; 
2 -> 	1: [ 2 5 7 10 9 1 ]; 	2: [ 2 ]; 	3: [ 2 5 7 10 3 ]; 	4: [ 2 5 7 10 9 1 4 ]; 	5: [ 2 5 ]; 	6: [ 2 5 6 ]; 	7: [ 2 5 7 ]; 	8: [ 2 5 6 8 ]; 	9: [ 2 5 7 10 9 ]; 	10: [ 2 5 7 10 ]; 	11: [ 2 5 11 ]; 	12: [ 2 5 7 12 ]; 	13: [ 2 5 11 13 ]; 	14: [ 2 14 ]; 	15: [ 2 15 ]; 	16: [ 2 5 6 16 ]; 	17: [ 2 5 17 ]; 	18: [ 2 5 7 10 18 ]; 	19: [ 2 5 6 19 ]; 	20: [ 2 5 7 10 3 20 ]; 	21: [ 2 5 7 10 3 20 21 ]; 	22: [ 2 5 6 22 ]; 	23: [ 2 5 7 10 9 1 4 23 ]; 	24: [ 2 5 6 16 24 ]; 	25: [ 2 5 17 25 ]; 	26: [ 2 5 7 10 3 26 ]; 	27: [ 2 14 27 ]; 	28: [ 2 28 ]; 	29: [ 2 5 6 19 29 ]; 	30: [ 2 5 6 8 30 ]; 	31: [ 2 14 31 ]; 	32: [ 2 5 7 32 ]; 	33: [ 2 5 6 33 ]; 	34: [ 2 5 34 ]; 	35: [ 2 15 35 ]; 
3 -> 	1: [ 3 6 8 10 9 1 ]; 	2: [ 3 6 8 10 9 1 11 13 2 ]; 	3: [ 3 ]; 	4: [ 3 6 8 10 9 1 4 ]; 	5: [ 3 6 8 10 9 1 4 5 ]; 	6: [ 3 6 ]; 	7: [ 3 6 8 10 9 1 4 5 7 ]; 	8: [ 3 6 8 ]; 	9: [ 3 6 8 10 9 ]; 	10: [ 3 6 8 10 ]; 	11: [ 3 6 8 10 9 1 11 ]; 	12: [ 3 6 8 10 12 ]; 	13: [ 3 6 8 10 9 1 11 13 ]; 	14: [ 3 14 ]; 	15: [ 3 15 ]; 	16: [ 3 6 16 ]; 	17: [ 3 6 8 10 9 1 4 5 17 ]; 	18: [ 3 6 8 10 18 ]; 	19: [ 3 6 19 ]; 	20: [ 3 20 ]; 	21: [ 3 20 21 ]; 	22: [ 3 6 22 ]; 	23: [ 3 6 8 10 9 1 4 23 ]; 	24: [ 3 6 16 24 ]; 	25: [ 3 6 8 10 9 1 4 5 17 25 ]; 	26: [ 3 26 ]; 	27: [ 3 14 27 ]; 	28: [ 3 6 8 10 28 ]; 	29: [ 3 6 19 29 ]; 	30: [ 3 6 8 30 ]; 	31: [ 3 14 31 ]; 	32: [ 3 6 8 10 9 1 4 5 7 32 ]; 	33: [ 3 6 33 ]; 	34: [ 3 34 ]; 	35: [ 3 15 35 ]; 
4 -> 	1: [ 4 10 9 1 ]; 	2: [ 4 5 11 13 2 ]; 	3: [ 4 3 ]; 	4: [ 4 ]; 	5: [ 4 5 ]; 	6: [ 4 6 ]; 	7: [ 4 5 7 ]; 	8: [ 4 6 8 ]; 	9: [ 4 10 9 ]; 	10: [ 4 10 ]; 	11: [ 4 5 11 ]; 	12: [ 4 5 7 12 ]; 	13: [ 4 5 11 13 ]; 	14: [ 4 14 ]; 	15: [ 4 3 15 ]; 	16: [ 4 6 16 ]; 	17: [ 4 5 17 ]; 	18: [ 4 10 18 ]; 	19: [ 4 19 ]; 	20: [ 4 3 20 ]; 	21: [ 4 3 20 21 ]; 	22: [ 4 6 22 ]; 	23: [ 4 23 ]; 	24: [ 4 6 16 24 ]; 	25: [ 4 5 17 25 ]; 	26: [ 4 3 26 ]; 	27: [ 4 14 27 ]; 	28: [ 4 10 28 ]; 	29: [ 4 19 29 ]; 	30: [ 4 6 8 30 ]; 	31: [ 4 14 31 ]; 	32: [ 4 5 7 32 ]; 	33: [ 4 6 33 ]; 	34: [ 4 3 34 ]; 	35: [ 4 3 15 35 ]; 
