Number of Cities: 50
Number of Cities: 50Starting point: 2
Ending point: 49

EdgeMatrix: 
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
27 -> 	1: [ 27 21 16 10 4 1 ]; 	2: [ 27 21 16 10 5 2 ]; 	3: [ 27 21 16 10 5 2 3 ]; 	4: [ 27 21 16 10 4 ]; 	5: [ 27 21 16 10 5 ]; 	6: [ 27 21 16 10 6 ]; 	7: [ 27 21 16 10 7 ]; 	8: [ 27 21 16 10 4 8 ]; 	9: [ 27 21 16 10 9 ]; 	10: [ 27 21 16 10 ]; 	11: [ 27 21 16 11 ]; 	12: [ 27 21 16 12 ]; 	13: [ 27 21 16 13 ]; 	14: [ 27 21 16 10 14 ]; 	15: [ 27 21 16 10 15 ]; 	16: [ 27 21 16 ]; 	17: [ 27 21 17 ]; 	18: [ 27 21 18 ]; 	19: [ 27 21 19 ]; 	20: [ 27 21 16 20 ]; 	21: [ 27 21 ]; 	22: [ 27 22 ]; 	23: [ 27 23 ]; 	24: [ 27 24 ]; 	25: [ 27 25 ]; 	26: [ 27 21 26 ]; 	27: [ 27 ]; 	28: [ 27 22 28 ]; 	29: [ 27 23 29 ]; 	30: [ 27 30 ]; 	31: [ 27 31 ]; 	32: [ 27 32 ]; 	33: [ 27 33 ]; 	34: [ 27 22 28 34 ]; 	35: [ 27 23 29 35 ]; 	36: [ 27 30 36 ]; 	37: [ 27 31 37 ]; 	38: [ 27 32 38 ]; 	39: [ 27 22 28 34 39 ]; 	40: [ 27 22 28 34 40 ]; 	41: [ 27 23 29 35 41 ]; 	42: [ 27 30 36 42 ]; 	43: [ 27 31 37 43 ]; 	44: [ 27 32 38 44 ]; 	45: [ 27 22 28 34 39 45 ]; 	46: [ 27 22 28 34 40 46 ]; 	47: [ 27 23 29 35 41 47 ]; 	48: [ 27 30 36 42 48 ]; 	49: [ 27 31 37 43 49 ]; 	50: [ 27 22 28 34 39 45 50 ]; 
28 -> 	1: [ 28 22 16 10 4 1 ]; 	2: [ 28 22 16 10 5 2 ]; 	3: [ 28 22 16 10 5 2 3 ]; 	4: [ 28 22 16 10 4 ]; 	5: [ 28 22 16 10 5 ]; 	6: [ 28 22 16 10 6 ]; 	7: [ 28 22 16 10 7 ]; 	8: [ 28 22 16 10 4 8 ]; 	9: [ 28 22 16 10 9 ]; 	10: [ 28 22 16 10 ]; 	11: [ 28 22 16 11 ]; 	12: [ 28 22 16 12 ]; 	13: [ 28 22 16 13 ]; 	14: [ 28 22 16 10 14 ]; 	15: [ 28 22 16 10 15 ]; 	16: [ 28 22 16 ]; 	17: [ 28 22 17 ]; 	18: [ 28 22 18 ]; 	19: [ 28 22 19 ]; 	20: [ 28 22 16 20 ]; 	21: [ 28 22 16 21 ]; 	22: [ 28 22 ]; 	23: [ 28 22 17 23 ]; 	24: [ 28 24 ]; 	25: [ 28 25 ]; 	26: [ 28 22 26 ]; 	27: [ 28 22 27 ]; 	28: [ 28 ]; 	29: [ 28 22 17 23 29 ]; 	30: [ 28 24 30 ]; 	31: [ 28 31 ]; 	32: [ 28 32 ]; 	33: [ 28 22 27 33 ]; 	34: [ 28 34 ]; 	35: [ 28 22 17 23 29 35 ]; 	36: [ 28 24 30 36 ]; 	37: [ 28 31 37 ]; 	38: [ 28 32 38 ]; 	39: [ 28 34 39 ]; 	40: [ 28 34 40 ]; 	41: [ 28 22 17 23 29 35 41 ]; 	42: [ 28 24 30 36 42 ]; 	43: [ 28 31 37 43 ]; 	44: [ 28 32 38 44 ]; 	45: [ 28 34 39 45 ]; 	46: [ 28 34 40 46 ]; 	47: [ 28 22 17 23 29 35 41 47 ]; 	48: [ 28 24 30 36 42 48 ]; 	49: [ 28 31 37 43 49 ]; 	50: [ 28 34 39 45 50 ]; 
29 -> 	1: [ 29 23 17 11 6 1 ]; 	2: [ 29 23 17 11 6 2 ]; 	3: [ 29 23 17 11 6 2 3 ]; 	4: [ 29 23 17 11 6 1 4 ]; 	5: [ 29 23 17 11 6 5 ]; 	6: [ 29 23 17 11 6 ]; 	7: [ 29 23 17 11 6 1 7 ]; 	8: [ 29 23 17 11 8 ]; 	9: [ 29 23 17 11 6 9 ]; 	10: [ 29 23 17 11 6 10 ]; 	11: [ 29 23 17 11 ]; 	12: [ 29 23 17 12 ]; 	13: [ 29 23 17 13 ]; 	14: [ 29 23 17 14 ]; 	15: [ 29 23 17 15 ]; 	16: [ 29 23 17 12 16 ]; 	17: [ 29 23 17 ]; 	18: [ 29 23 18 ]; 	19: [ 29 23 19 ]; 	20: [ 29 23 20 ]; 	21: [ 29 23 17 21 ]; 	22: [ 29 23 17 22 ]; 	23: [ 29 23 ]; 	24: [ 29 24 ]; 	25: [ 29 25 ]; 	26: [ 29 26 ]; 	27: [ 29 23 27 ]; 	28: [ 29 23 28 ]; 	29: [ 29 ]; 	30: [ 29 24 30 ]; 	31: [ 29 25 31 ]; 	32: [ 29 32 ]; 	33: [ 29 33 ]; 	34: [ 29 34 ]; 	35: [ 29 35 ]; 	36: [ 29 24 30 36 ]; 	37: [ 29 25 31 37 ]; 	38: [ 29 32 38 ]; 	39: [ 29 34 39 ]; 	40: [ 29 34 40 ]; 	41: [ 29 35 41 ]; 	42: [ 29 24 30 36 42 ]; 	43: [ 29 25 31 37 43 ]; 	44: [ 29 32 38 44 ]; 	45: [ 29 34 39 45 ]; 	46: [ 29 34 40 46 ]; 	47: [ 29 35 41 47 ]; 	48: [ 29 24 30 36 42 48 ]; 	49: [ 29 25 31 37 43 49 ]; 	50: [ 29 34 39 45 50 ]; 
30 -> 	1: [ 30 24 18 12 6 1 ]; 	2: [ 30 24 18 12 6 2 ]; 	3: [ 30 24 18 12 6 2 3 ]; 	4: [ 30 24 18 12 6 1 4 ]; 	5: [ 30 24 18 12 6 5 ]; 	6: [ 30 24 18 12 6 ]; 	7: [ 30 24 18 12 7 ]; 	8: [ 30 24 18 12 8 ]; 	9: [ 30 24 18 12 9 ]; 	10: [ 30 24 18 12 6 10 ]; 	11: [ 30 24 18 12 6 11 ]; 	12: [ 30 24 18 12 ]; 	13: [ 30 24 18 13 ]; 	14: [ 30 24 18 14 ]; 	15: [ 30 24 18 15 ]; 	16: [ 30 24 18 12 16 ]; 	17: [ 30 24 18 12 17 ]; 	18: [ 30 24 18 ]; 	19: [ 30 24 19 ]; 	20: [ 30 24 20 ]; 	21: [ 30 24 21 ]; 	22: [ 30 24 18 22 ]; 	23: [ 30 24 18 23 ]; 	24: [ 30 24 ]; 	25: [ 30 25 ]; 	26: [ 30 26 ]; 	27: [ 30 27 ]; 	28: [ 30 28 ]; 	29: [ 30 24 29 ]; 	30: [ 30 ]; 	31: [ 30 31 ]; 	32: [ 30 26 32 ]; 	33: [ 30 33 ]; 	34: [ 30 28 34 ]; 	35: [ 30 35 ]; 	36: [ 30 36 ]; 	37: [ 30 31 37 ]; 	38: [ 30 26 32 38 ]; 	39: [ 30 28 34 39 ]; 	40: [ 30 28 34 40 ]; 	41: [ 30 35 41 ]; 	42: [ 30 36 42 ]; 	43: [ 30 31 37 43 ]; 	44: [ 30 26 32 38 44 ]; 	45: [ 30 28 34 39 45 ]; 	46: [ 30 28 34 40 46 ]; 	47: [ 30 35 41 47 ]; 	48: [ 30 36 42 48 ]; 	49: [ 30 31 37 43 49 ]; 	50: [ 30 28 34 39 45 50 ]; 
31 -> 	1: [ 31 25 19 13 7 1 ]; 	2: [ 31 25 19 13 7 2 ]; 	3: [ 31 25 19 13 7 2 3 ]; 	4: [ 31 25 19 13 7 4 ]; 	5: [ 31 25 19 13 7 1 5 ]; 	6: [ 31 25 19 13 7 1 6 ]; 	7: [ 31 25 19 13 7 ]; 	8: [ 31 25 19 13 7 2 8 ]; 	9: [ 31 25 19 13 9 ]; 	10: [ 31 25 19 13 7 10 ]; 	11: [ 31 25 19 13 7 11 ]; 	12: [ 31 25 19 13 7 12 ]; 	13: [ 31 25 19 13 ]; 	14: [ 31 25 19 14 ]; 	15: [ 31 25 19 15 ]; 	16: [ 31 25 19 13 16 ]; 	17: [ 31 25 19 13 17 ]; 	18: [ 31 25 19 13 18 ]; 	19: [ 31 25 19 ]; 	20: [ 31 25 20 ]; 	21: [ 31 25 21 ]; 	22: [ 31 25 19 22 ]; 	23: [ 31 25 19 23 ]; 	24: [ 31 25 19 13 18 24 ]; 	25: [ 31 25 ]; 	26: [ 31 26 ]; 	27: [ 31 27 ]; 	28: [ 31 28 ]; 	29: [ 31 25 19 23 29 ]; 	30: [ 31 30 ]; 	31: [ 31 ]; 	32: [ 31 26 32 ]; 	33: [ 31 33 ]; 	34: [ 31 34 ]; 	35: [ 31 35 ]; 	36: [ 31 36 ]; 	37: [ 31 37 ]; 	38: [ 31 26 32 38 ]; 	39: [ 31 34 39 ]; 	40: [ 31 34 40 ]; 	41: [ 31 35 41 ]; 	42: [ 31 36 42 ]; 	43: [ 31 37 43 ]; 	44: [ 31 26 32 38 44 ]; 	45: [ 31 34 39 45 ]; 	46: [ 31 34 40 46 ]; 	47: [ 31 35 41 47 ]; 	48: [ 31 36 42 48 ]; 	49: [ 31 37 43 49 ]; 	50: [ 31 34 39 45 50 ]; 
32 -> 	1: [ 32 26 20 14 8 4 1 ]; 	2: [ 32 26 20 14 8 2 ]; 	3: [ 32 26 20 14 8 3 ]; 	4: [ 32 26 20 14 8 4 ]; 	5: [ 32 26 20 14 8 5 ]; 	6: [ 32 26 20 14 8 2 6 ]; 	7: [ 32 26 20 14 8 2 7 ]; 	8: [ 32 26 20 14 8 ]; 	9: [ 32 26 20 14 9 ]; 	10: [ 32 26 20 14 10 ]; 	11: [ 32 26 20 14 11 ]; 	12: [ 32 26 20 14 12 ]; 	13: [ 32 26 20 14 8 2 7 13 ]; 	14: [ 32 26 20 14 ]; 	15: [ 32 26 20 15 ]; 	16: [ 32 26 20 16 ]; 	17: [ 32 26 20 17 ]; 	18: [ 32 26 20 14 18 ]; 	19: [ 32 26 20 14 19 ]; 	20: [ 32 26 20 ]; 	21: [ 32 26 21 ]; 	22: [ 32 26 22 ]; 	23: [ 32 26 23 ]; 	24: [ 32 26 20 24 ]; 	25: [ 32 26 20 25 ]; 	26: [ 32 26 ]; 	27: [ 32 27 ]; 	28: [ 32 26 22 28 ]; 	29: [ 32 29 ]; 	30: [ 32 26 20 24 30 ]; 	31: [ 32 26 31 ]; 	32: [ 32 ]; 	33: [ 32 27 33 ]; 	34: [ 32 26 22 28 34 ]; 	35: [ 32 35 ]; 	36: [ 32 26 20 24 30 36 ]; 	37: [ 32 37 ]; 	38: [ 32 38 ]; 	39: [ 32 26 22 28 34 39 ]; 	40: [ 32 26 22 28 34 40 ]; 	41: [ 32 35 41 ]; 	42: [ 32 26 20 24 30 36 42 ]; 	43: [ 32 37 43 ]; 	44: [ 32 38 44 ]; 	45: [ 32 26 22 28 34 39 45 ]; 	46: [ 32 26 22 28 34 40 46 ]; 	47: [ 32 35 41 47 ]; 	48: [ 32 26 20 24 30 36 42 48 ]; 	49: [ 32 37 43 49 ]; 	50: [ 32 26 22 28 34 39 45 50 ]; 
33 -> 	1: [ 33 27 21 16 10 4 1 ]; 	2: [ 33 27 21 16 10 5 2 ]; 	3: [ 33 27 21 16 10 5 2 3 ]; 	4: [ 33 27 21 16 10 4 ]; 	5: [ 33 27 21 16 10 5 ]; 	6: [ 33 27 21 16 10 6 ]; 	7: [ 33 27 21 16 10 7 ]; 	8: [ 33 27 21 16 10 4 8 ]; 	9: [ 33 27 21 16 10 9 ]; 	10: [ 33 27 21 16 10 ]; 	11: [ 33 27 21 16 11 ]; 	12: [ 33 27 21 16 12 ]; 	13: [ 33 27 21 16 13 ]; 	14: [ 33 27 21 16 10 14 ]; 	15: [ 33 27 21 16 10 15 ]; 	16: [ 33 27 21 16 ]; 	17: [ 33 27 21 17 ]; 	18: [ 33 27 21 18 ]; 	19: [ 33 27 21 19 ]; 	20: [ 33 27 21 16 20 ]; 	21: [ 33 27 21 ]; 	22: [ 33 27 22 ]; 	23: [ 33 27 23 ]; 	24: [ 33 27 24 ]; 	25: [ 33 27 25 ]; 	26: [ 33 27 21 26 ]; 	27: [ 33 27 ]; 	28: [ 33 28 ]; 	29: [ 33 29 ]; 	30: [ 33 30 ]; 	31: [ 33 31 ]; 	32: [ 33 27 32 ]; 	33: [ 33 ]; 	34: [ 33 28 34 ]; 	35: [ 33 35 ]; 	36: [ 33 36 ]; 	37: [ 33 37 ]; 	38: [ 33 38 ]; 	39: [ 33 28 34 39 ]; 	40: [ 33 28 34 40 ]; 	41: [ 33 35 41 ]; 	42: [ 33 36 42 ]; 	43: [ 33 37 43 ]; 	44: [ 33 38 44 ]; 	45: [ 33 28 34 39 45 ]; 	46: [ 33 28 34 40 46 ]; 	47: [ 33 35 41 47 ]; 	48: [ 33 36 42 48 ]; 	49: [ 33 37 43 49 ]; 	50: [ 33 28 34 39 45 50 ]; 
34 -> 	1: [ 34 28 22 16 10 4 1 ]; 	2: [ 34 28 22 16 10 5 2 ]; 	3: [ 34 28 22 16 10 5 2 3 ]; 	4: [ 34 28 22 16 10 4 ]; 	5: [ 34 28 22 16 10 5 ]; 	6: [ 34 28 22 16 10 6 ]; 	7: [ 34 28 22 16 10 7 ]; 	8: [ 34 28 22 16 10 4 8 ]; 	9: [ 34 28 22 16 10 9 ]; 	10: [ 34 28 22 16 10 ]; 	11: [ 34 28 22 16 11 ]; 	12: [ 34 28 22 16 12 ]; 	13: [ 34 28 22 16 13 ]; 	14: [ 34 28 22 16 10 14 ]; 	15: [ 34 28 22 16 10 15 ]; 	16: [ 34 28 22 16 ]; 	17: [ 34 28 22 17 ]; 	18: [ 34 28 22 18 ]; 	19: [ 34 28 22 19 ]; 	20: [ 34 28 22 16 20 ]; 	21: [ 34 28 22 16 21 ]; 	22: [ 34 28 22 ]; 	23: [ 34 28 22 17 23 ]; 	24: [ 34 28 24 ]; 	25: [ 34 28 25 ]; 	26: [ 34 28 22 26 ]; 	27: [ 34 28 22 27 ]; 	28: [ 34 28 ]; 	29: [ 34 29 ]; 	30: [ 34 30 ]; 	31: [ 34 31 ]; 	32: [ 34 32 ]; 	33: [ 34 28 22 27 33 ]; 	34: [ 34 ]; 	35: [ 34 29 35 ]; 	36: [ 34 36 ]; 	37: [ 34 37 ]; 	38: [ 34 38 ]; 	39: [ 34 39 ]; 	40: [ 34 40 ]; 	41: [ 34 29 35 41 ]; 	42: [ 34 36 42 ]; 	43: [ 34 37 43 ]; 	44: [ 34 38 44 ]; 	45: [ 34 39 45 ]; 	46: [ 34 40 46 ]; 	47: [ 34 29 35 41 47 ]; 	48: [ 34 36 42 48 ]; 	49: [ 34 37 43 49 ]; 	50: [ 34 39 45 50 ]; 
35 -> 	1: [ 35 29 23 17 11 6 1 ]; 	2: [ 35 29 23 17 11 6 2 ]; 	3: [ 35 29 23 17 11 6 2 3 ]; 	4: [ 35 29 23 17 11 6 1 4 ]; 	5: [ 35 29 23 17 11 6 5 ]; 	6: [ 35 29 23 17 11 6 ]; 	7: [ 35 29 23 17 11 6 1 7 ]; 	8: [ 35 29 23 17 11 8 ]; 	9: [ 35 29 23 17 11 6 9 ]; 	10: [ 35 29 23 17 11 6 10 ]; 	11: [ 35 29 23 17 11 ]; 	12: [ 35 29 23 17 12 ]; 	13: [ 35 29 23 17 13 ]; 	14: [ 35 29 23 17 14 ]; 	15: [ 35 29 23 17 15 ]; 	16: [ 35 29 23 17 12 16 ]; 	17: [ 35 29 23 17 ]; 	18: [ 35 29 23 18 ]; 	19: [ 35 29 23 19 ]; 	20: [ 35 29 23 20 ]; 	21: [ 35 29 23 17 21 ]; 	22: [ 35 29 23 17 22 ]; 	23: [ 35 29 23 ]; 	24: [ 35 29 24 ]; 	25: [ 35 29 25 ]; 	26: [ 35 29 26 ]; 	27: [ 35 29 23 27 ]; 	28: [ 35 29 23 28 ]; 	29: [ 35 29 ]; 	30: [ 35 30 ]; 	31: [ 35 31 ]; 	32: [ 35 32 ]; 	33: [ 35 29 33 ]; 	34: [ 35 34 ]; 	35: [ 35 ]; 	36: [ 35 30 36 ]; 	37: [ 35 31 37 ]; 	38: [ 35 38 ]; 	39: [ 35 39 ]; 	40: [ 35 40 ]; 	41: [ 35 41 ]; 	42: [ 35 30 36 42 ]; 	43: [ 35 31 37 43 ]; 	44: [ 35 38 44 ]; 	45: [ 35 39 45 ]; 	46: [ 35 40 46 ]; 	47: [ 35 41 47 ]; 	48: [ 35 30 36 42 48 ]; 	49: [ 35 31 37 43 49 ]; 	50: [ 35 39 45 50 ]; 
36 -> 	1: [ 36 31 25 19 13 7 1 ]; 	2: [ 36 31 25 19 13 7 2 ]; 	3: [ 36 31 25 19 13 7 2 3 ]; 	4: [ 36 31 25 19 13 7 4 ]; 	5: [ 36 31 25 19 13 7 1 5 ]; 	6: [ 36 31 25 19 13 7 1 6 ]; 	7: [ 36 31 25 19 13 7 ]; 	8: [ 36 31 25 19 13 7 2 8 ]; 	9: [ 36 31 25 19 13 9 ]; 	10: [ 36 31 25 19 13 7 10 ]; 	11: [ 36 31 25 19 13 7 11 ]; 	12: [ 36 31 25 19 13 7 12 ]; 	13: [ 36 31 25 19 13 ]; 	14: [ 36 31 25 19 14 ]; 	15: [ 36 31 25 19 15 ]; 	16: [ 36 31 25 19 13 16 ]; 	17: [ 36 31 25 19 13 17 ]; 	18: [ 36 31 25 19 13 18 ]; 	19: [ 36 31 25 19 ]; 	20: [ 36 31 25 20 ]; 	21: [ 36 31 25 21 ]; 	22: [ 36 31 25 19 22 ]; 	23: [ 36 31 25 19 23 ]; 	24: [ 36 31 25 19 13 18 24 ]; 	25: [ 36 31 25 ]; 	26: [ 36 31 26 ]; 	27: [ 36 31 27 ]; 	28: [ 36 31 28 ]; 	29: [ 36 31 25 19 23 29 ]; 	30: [ 36 31 30 ]; 	31: [ 36 31 ]; 	32: [ 36 31 26 32 ]; 	33: [ 36 33 ]; 	34: [ 36 31 34 ]; 	35: [ 36 31 35 ]; 	36: [ 36 ]; 	37: [ 36 31 37 ]; 	38: [ 36 38 ]; 	39: [ 36 39 ]; 	40: [ 36 40 ]; 	41: [ 36 31 35 41 ]; 	42: [ 36 42 ]; 	43: [ 36 31 37 43 ]; 	44: [ 36 38 44 ]; 	45: [ 36 39 45 ]; 	46: [ 36 40 46 ]; 	47: [ 36 31 35 41 47 ]; 	48: [ 36 42 48 ]; 	49: [ 36 31 37 43 49 ]; 	50: [ 36 39 45 50 ]; 
37 -> 	1: [ 37 31 25 19 13 7 1 ]; 	2: [ 37 31 25 19 13 7 2 ]; 	3: [ 37 31 25 19 13 7 2 3 ]; 	4: [ 37 31 25 19 13 7 4 ]; 	5: [ 37 31 25 19 13 7 1 5 ]; 	6: [ 37 31 25 19 13 7 1 6 ]; 	7: [ 37 31 25 19 13 7 ]; 	8: [ 37 31 25 19 13 7 2 8 ]; 	9: [ 37 31 25 19 13 9 ]; 	10: [ 37 31 25 19 13 7 10 ]; 	11: [ 37 31 25 19 13 7 11 ]; 	12: [ 37 31 25 19 13 7 12 ]; 	13: [ 37 31 25 19 13 ]; 	14: [ 37 31 25 19 14 ]; 	15: [ 37 31 25 19 15 ]; 	16: [ 37 31 25 19 13 16 ]; 	17: [ 37 31 25 19 13 17 ]; 	18: [ 37 31 25 19 13 18 ]; 	19: [ 37 31 25 19 ]; 	20: [ 37 31 25 20 ]; 	21: [ 37 31 25 21 ]; 	22: [ 37 31 25 19 22 ]; 	23: [ 37 31 25 19 23 ]; 	24: [ 37 31 25 19 13 18 24 ]; 	25: [ 37 31 25 ]; 	26: [ 37 31 26 ]; 	27: [ 37 31 27 ]; 	28: [ 37 31 28 ]; 	29: [ 37 31 25 19 23 29 ]; 	30: [ 37 31 30 ]; 	31: [ 37 31 ]; 	32: [ 37 32 ]; 	33: [ 37 33 ]; 	34: [ 37 34 ]; 	35: [ 37 35 ]; 	36: [ 37 31 36 ]; 	37: [ 37 ]; 	38: [ 37 32 38 ]; 	39: [ 37 39 ]; 	40: [ 37 40 ]; 	41: [ 37 41 ]; 	42: [ 37 42 ]; 	43: [ 37 43 ]; 	44: [ 37 32 38 44 ]; 	45: [ 37 39 45 ]; 	46: [ 37 40 46 ]; 	47: [ 37 41 47 ]; 	48: [ 37 42 48 ]; 	49: [ 37 43 49 ]; 	50: [ 37 39 45 50 ]; 
38 -> 	1: [ 38 32 26 20 14 8 4 1 ]; 	2: [ 38 32 26 20 14 8 2 ]; 	3: [ 38 32 26 20 14 8 3 ]; 	4: [ 38 32 26 20 14 8 4 ]; 	5: [ 38 32 26 20 14 8 5 ]; 	6: [ 38 32 26 20 14 8 2 6 ]; 	7: [ 38 32 26 20 14 8 2 7 ]; 	8: [ 38 32 26 20 14 8 ]; 	9: [ 38 32 26 20 14 9 ]; 	10: [ 38 32 26 20 14 10 ]; 	11: [ 38 32 26 20 14 11 ]; 	12: [ 38 32 26 20 14 12 ]; 	13: [ 38 32 26 20 14 8 2 7 13 ]; 	14: [ 38 32 26 20 14 ]; 	15: [ 38 32 26 20 15 ]; 	16: [ 38 32 26 20 16 ]; 	17: [ 38 32 26 20 17 ]; 	18: [ 38 32 26 20 14 18 ]; 	19: [ 38 32 26 20 14 19 ]; 	20: [ 38 32 26 20 ]; 	21: [ 38 32 26 21 ]; 	22: [ 38 32 26 22 ]; 	23: [ 38 32 26 23 ]; 	24: [ 38 32 26 20 24 ]; 	25: [ 38 32 26 20 25 ]; 	26: [ 38 32 26 ]; 	27: [ 38 32 27 ]; 	28: [ 38 32 26 22 28 ]; 	29: [ 38 32 29 ]; 	30: [ 38 32 26 20 24 30 ]; 	31: [ 38 32 26 31 ]; 	32: [ 38 32 ]; 	33: [ 38 33 ]; 	34: [ 38 34 ]; 	35: [ 38 35 ]; 	36: [ 38 36 ]; 	37: [ 38 32 37 ]; 	38: [ 38 ]; 	39: [ 38 34 39 ]; 	40: [ 38 40 ]; 	41: [ 38 41 ]; 	42: [ 38 42 ]; 	43: [ 38 43 ]; 	44: [ 38 44 ]; 	45: [ 38 34 39 45 ]; 	46: [ 38 40 46 ]; 	47: [ 38 41 47 ]; 	48: [ 38 42 48 ]; 	49: [ 38 43 49 ]; 	50: [ 38 34 39 45 50 ]; 
39 -> 	1: [ 39 33 27 21 16 10 4 1 ]; 	2: [ 39 33 27 21 16 10 5 2 ]; 	3: [ 39 33 27 21 16 10 5 2 3 ]; 	4: [ 39 33 27 21 16 10 4 ]; 	5: [ 39 33 27 21 16 10 5 ]; 	6: [ 39 33 27 21 16 10 6 ]; 	7: [ 39 33 27 21 16 10 7 ]; 	8: [ 39 33 27 21 16 10 4 8 ]; 	9: [ 39 33 27 21 16 10 9 ]; 	10: [ 39 33 27 21 16 10 ]; 	11: [ 39 33 27 21 16 11 ]; 	12: [ 39 33 27 21 16 12 ]; 	13: [ 39 33 27 21 16 13 ]; 	14: [ 39 33 27 21 16 10 14 ]; 	15: [ 39 33 27 21 16 10 15 ]; 	16: [ 39 33 27 21 16 ]; 	17: [ 39 33 27 21 17 ]; 	18: [ 39 33 27 21 18 ]; 	19: [ 39 33 27 21 19 ]; 	20: [ 39 33 27 21 16 20 ]; 	21: [ 39 33 27 21 ]; 	22: [ 39 33 27 22 ]; 	23: [ 39 33 27 23 ]; 	24: [ 39 33 27 24 ]; 	25: [ 39 33 27 25 ]; 	26: [ 39 33 27 21 26 ]; 	27: [ 39 33 27 ]; 	28: [ 39 33 28 ]; 	29: [ 39 33 29 ]; 	30: [ 39 33 30 ]; 	31: [ 39 33 31 ]; 	32: [ 39 33 27 32 ]; 	33: [ 39 33 ]; 	34: [ 39 34 ]; 	35: [ 39 35 ]; 	36: [ 39 36 ]; 	37: [ 39 33 37 ]; 	38: [ 39 33 38 ]; 	39: [ 39 ]; 	40: [ 39 34 40 ]; 	41: [ 39 41 ]; 	42: [ 39 42 ]; 	43: [ 39 43 ]; 	44: [ 39 33 38 44 ]; 	45: [ 39 45 ]; 	46: [ 39 34 40 46 ]; 	47: [ 39 41 47 ]; 	48: [ 39 42 48 ]; 	49: [ 39 43 49 ]; 	50: [ 39 45 50 ]; 
40 -> 	1: [ 40 36 31 25 19 13 7 1 ]; 	2: [ 40 36 31 25 19 13 7 2 ]; 	3: [ 40 36 31 25 19 13 7 2 3 ]; 	4: [ 40 36 31 25 19 13 7 4 ]; 	5: [ 40 36 31 25 19 13 7 1 5 ]; 	6: [ 40 36 31 25 19 13 7 1 6 ]; 	7: [ 40 36 31 25 19 13 7 ]; 	8: [ 40 36 31 25 19 13 7 2 8 ]; 	9: [ 40 36 31 25 19 13 9 ]; 	10: [ 40 36 31 25 19 13 7 10 ]; 	11: [ 40 36 31 25 19 13 7 11 ]; 	12: [ 40 36 31 25 19 13 7 12 ]; 	13: [ 40 36 31 25 19 13 ]; 	14: [ 40 36 31 25 19 14 ]; 	15: [ 40 36 31 25 19 15 ]; 	16: [ 40 36 31 25 19 13 16 ]; 	17: [ 40 36 31 25 19 13 17 ]; 	18: [ 40 36 31 25 19 13 18 ]; 	19: [ 40 36 31 25 19 ]; 	20: [ 40 36 31 25 20 ]; 	21: [ 40 36 31 25 21 ]; 	22: [ 40 36 31 25 19 22 ]; 	23: [ 40 36 31 25 19 23 ]; 	24: [ 40 36 31 25 19 13 18 24 ]; 	25: [ 40 36 31 25 ]; 	26: [ 40 36 31 26 ]; 	27: [ 40 36 31 27 ]; 	28: [ 40 36 31 28 ]; 	29: [ 40 36 31 25 19 23 29 ]; 	30: [ 40 36 31 30 ]; 	31: [ 40 36 31 ]; 	32: [ 40 36 31 26 32 ]; 	33: [ 40 36 33 ]; 	34: [ 40 36 31 34 ]; 	35: [ 40 36 31 35 ]; 	36: [ 40 36 ]; 	37: [ 40 37 ]; 	38: [ 40 36 38 ]; 	39: [ 40 39 ]; 	40: [ 40 ]; 	41: [ 40 36 31 35 41 ]; 	42: [ 40 36 42 ]; 	43: [ 40 43 ]; 	44: [ 40 44 ]; 	45: [ 40 45 ]; 	46: [ 40 46 ]; 	47: [ 40 36 31 35 41 47 ]; 	48: [ 40 36 42 48 ]; 	49: [ 40 43 49 ]; 	50: [ 40 45 50 ]; 
